og	gos
COG1197	GO:0008152,GO:1901360,GO:0046483,GO:0034641,GO:0006807,GO:0006139,GO:0009987,GO:0006725,GO:0071704,GO:0044238,GO:0044237,GO:0044260,GO:0043170,GO:0090304,GO:0006259,GO:0006281,GO:0044763,GO:0044699,GO:0033554,GO:0051716,GO:0006950,GO:0050896,GO:0006974,GO:0006200,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0046130,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:1901564,GO:1901565,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:1901575,GO:1901361,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0034655,GO:0009150,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0042278,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:1901657,GO:0006796,GO:0006793,GO:1901658
COG1573	GO:0008152
COG3966	GO:0008152
COG5434	GO:0005576
ENOG410ZR1N	GO:0016311,GO:0009987,GO:0044237,GO:0006796,GO:0008152,GO:0006793,GO:0035335,GO:0071704,GO:0044238,GO:0044260,GO:0044267,GO:0006470,GO:0043412,GO:0043170,GO:0019538,GO:0036211,GO:0006464
COG0066	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044444,GO:0044424,GO:0005829,GO:0009316,GO:0043234,GO:0032991,GO:0044445
COG0722	GO:0008152,GO:0009058,GO:0019752,GO:0044249,GO:0044281,GO:0044283,GO:1901576,GO:0044710,GO:0044711,GO:0071704,GO:0009987,GO:0043436,GO:0006082,GO:0046394,GO:0016053,GO:0044237,GO:0008652,GO:0044238,GO:0006807,GO:1901362,GO:1901360,GO:0006520,GO:0006725,GO:0009072,GO:0009073,GO:1901564,GO:1901566,GO:0019438,GO:0043648,GO:0046417,GO:0043650,GO:0009423
COG4175	GO:0016020,GO:0044425,GO:0043234,GO:0043190,GO:0032991,GO:0055052
COG0383	GO:0005975,GO:0008152,GO:0071704,GO:0044238,GO:0044723,GO:0019318,GO:0005996,GO:0006013
COG0315	GO:0044464,GO:0005623,GO:0019008,GO:0043234,GO:0032991
COG1713	GO:0008152,GO:0009987,GO:0009058,GO:0051188,GO:0009165,GO:0044281,GO:1901362,GO:1901360,GO:0044710,GO:0019359,GO:0046483,GO:1901564,GO:1901566,GO:0019637,GO:0019438,GO:0006807,GO:0046496,GO:1901576,GO:0051186,GO:0018130,GO:0034654,GO:0090407,GO:0044271,GO:1901293,GO:0006753,GO:0019674,GO:0006732,GO:0006733,GO:0044249,GO:0034641,GO:0006139,GO:0006725,GO:0055086,GO:0009435,GO:0009108,GO:0072524,GO:0072525,GO:0071704,GO:0009117,GO:0044238,GO:0044237,GO:0006796,GO:0019363,GO:0006793,GO:0019362
COG3884	GO:0008152,GO:0006633,GO:0006631,GO:0019752,GO:0044249,GO:0044281,GO:0044283,GO:0072330,GO:1901576,GO:0044710,GO:0044711,GO:0071704,GO:0006629,GO:0009987,GO:0032787,GO:0009058,GO:0043436,GO:0044255,GO:0008610,GO:0044238,GO:0006082,GO:0046394,GO:0016053,GO:0044237
ENOG410XS4Q	GO:0055114,GO:0044710,GO:0008152
COG4108	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0542	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG4166	GO:0006810,GO:0051234,GO:0051179
COG0105	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043229,GO:0043226
COG0631	GO:0044464,GO:0005623
COG1071	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043231,GO:0043229,GO:0043227,GO:0043226
COG0366	GO:0044464,GO:0005623,GO:0044424,GO:0005622,GO:0005737
COG0262	GO:0008152,GO:0044710,GO:0009987,GO:0044237,GO:1901360,GO:0046483,GO:1901564,GO:0006807,GO:0071704,GO:0044281,GO:0055114,GO:0044249,GO:0009058,GO:1901362,GO:1901566,GO:1901576,GO:0018130,GO:0044271,GO:0034641,GO:0044283,GO:0044711,GO:0006725,GO:0043436,GO:1901605,GO:0019752,GO:0006520,GO:0006082,GO:0044238,GO:0019438,GO:0016053,GO:0008652,GO:0046394,GO:1901607,GO:0009165,GO:0006139,GO:0034654,GO:0055086,GO:0006545,GO:0006544,GO:0009070,GO:0019637,GO:0009069,GO:0090407,GO:1901293,GO:0006753,GO:0009117,GO:0006796,GO:0006793,GO:0051186,GO:0042558,GO:0006732,GO:0006760,GO:0006575,GO:0006767,GO:0006766,GO:0042364,GO:0009110,GO:0046653,GO:0006771,GO:0051188,GO:0042727,GO:0042726,GO:0009231,GO:0042559,GO:0009108,GO:0042398,GO:0009396,GO:0006730,GO:0046654
COG2077	GO:0055114,GO:0044710,GO:0008152,GO:0044699,GO:0009987,GO:0044763,GO:0042592,GO:0045454,GO:0050789,GO:0065007,GO:0065008,GO:0019725,GO:0050794
COG1758	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0030880,GO:0043234,GO:0032991
COG1529	GO:0016020
COG2884	GO:0006200,GO:0009987,GO:0046434,GO:0009166,GO:0009167,GO:0044281,GO:0009161,GO:0046130,GO:1901360,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0046483,GO:0009164,GO:1901564,GO:1901565,GO:0034641,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006807,GO:0006195,GO:1901575,GO:1901361,GO:0009150,GO:0009154,GO:0009158,GO:0046700,GO:0009261,GO:0019439,GO:0008152,GO:0034655,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0006139,GO:0042278,GO:0006725,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0071704,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:0044238,GO:0044237,GO:1901657,GO:0006796,GO:0006793,GO:1901658,GO:0044763,GO:0044699,GO:0051301
COG0782	GO:0065007,GO:0019222,GO:0031323,GO:0050789,GO:0080090,GO:0019219,GO:0050794,GO:0051171,GO:0060255,GO:0010468,GO:0051252,GO:0031326,GO:2000112,GO:0009889,GO:2001141,GO:0006355,GO:0010556,GO:0032784,GO:0008152,GO:0009987,GO:0044237,GO:0044249,GO:0034645,GO:1901576,GO:0044260,GO:0071704,GO:0010467,GO:0009058,GO:0009059,GO:0044238,GO:0043170,GO:0032774,GO:0090304,GO:0034641,GO:0006807,GO:1901362,GO:1901360,GO:0006139,GO:0018130,GO:0006725,GO:0034654,GO:0046483,GO:0016070,GO:0044271,GO:0006351,GO:0019438,GO:0044267,GO:0019538,GO:0006414,GO:0006412
COG1167	GO:0044464,GO:0005623,GO:0005622
COG3475	GO:0008152
COG1131	GO:0016020,GO:0044425,GO:0016021,GO:0031224
COG3414	GO:0051179,GO:0006810,GO:0051234,GO:0044699,GO:0008643,GO:0071702,GO:0044765,GO:0008152,GO:0034219,GO:0009401,GO:0044763,GO:0055085,GO:0009987,GO:0006811,GO:0015992,GO:0015672,GO:0006818,GO:0006812,GO:0034220
COG0411	GO:0016020,GO:0016021,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0044425,GO:0031224
COG1492	GO:0044281,GO:1901360,GO:0044710,GO:0046483,GO:1901564,GO:0006807,GO:0008152,GO:0034641,GO:0009987,GO:0006725,GO:0071704,GO:0044237,GO:0044283,GO:0044711,GO:0006766,GO:1901566,GO:0019438,GO:1901576,GO:1901362,GO:0033014,GO:0033013,GO:0018130,GO:0044271,GO:0009058,GO:0044249,GO:0042364,GO:0009236,GO:0009235,GO:0006767,GO:0009110,GO:0006541,GO:0043436,GO:0009064,GO:1901605,GO:0006082,GO:0019752,GO:0006520,GO:0044238,GO:0006200,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0046130,GO:0009169,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:1901565,GO:0009128,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:1901575,GO:1901361,GO:0009150,GO:0006810,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0034655,GO:0051234,GO:0044270,GO:1901292,GO:0009161,GO:0006753,GO:0044248,GO:0009123,GO:0009126,GO:0009259,GO:0044699,GO:0009125,GO:0006139,GO:0042278,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0006152,GO:0044765,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:0051179,GO:1901657,GO:0006796,GO:0006793,GO:1901658,GO:0051180,GO:0044763,GO:0055085,GO:0015889,GO:0071705,GO:0071702
COG1898	GO:0009987,GO:0008152,GO:0044237,GO:1901576,GO:0071704,GO:0009058,GO:0044238,GO:0016051,GO:0044723,GO:0005975,GO:0044249,GO:0043170,GO:0044264,GO:0044262,GO:0044260,GO:0034645,GO:0034637,GO:0033692,GO:0000271,GO:0009059,GO:0005976,GO:0044710,GO:0009103,GO:1901137,GO:1901135,GO:0006629,GO:0008653,GO:0044255,GO:0008610
COG0482	GO:0005737,GO:0044464,GO:0005622,GO:0005623,GO:0044424
COG2188	GO:0044464,GO:0005623,GO:0005622
COG1227	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG2868	GO:0005737,GO:0032991,GO:0005840,GO:0043232,GO:0044464,GO:0044444,GO:0005623,GO:0030529,GO:0043229,GO:0043228,GO:0044424,GO:0005622,GO:0043226
COG5333	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005634,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0043234,GO:0032991,GO:0044446,GO:0044422,GO:0044428,GO:0031974,GO:0031981,GO:0043233,GO:0070013,GO:0005654,GO:0044451,GO:0030880,GO:0016591,GO:0055029,GO:0000428,GO:0005675,GO:0005667,GO:0070985
COG0470	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0032991,GO:0043234,GO:0044446,GO:0044422,GO:0043228,GO:0043232,GO:0005694,GO:0044427,GO:0005657,GO:0005663,GO:0043227,GO:0005634,GO:0043231,GO:0042575,GO:0009360
COG2887	GO:0008152,GO:1901360,GO:0046483,GO:0034641,GO:0006807,GO:0006139,GO:0009987,GO:0006725,GO:0043170,GO:0090304,GO:0071704,GO:0044238,GO:0044237,GO:0090305,GO:0044260,GO:0006259,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0046130,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0032392,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:1901564,GO:1901565,GO:0006163,GO:0019637,GO:0071103,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:1901575,GO:0006200,GO:1901361,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0034655,GO:0009150,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0042278,GO:0032508,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:1901657,GO:0006796,GO:0006793,GO:1901658,GO:0006281,GO:0033554,GO:0051716,GO:0006950,GO:0050896,GO:0044763,GO:0044699,GO:0006974
COG3857	GO:0090305,GO:0008152,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0009987,GO:0006725,GO:0043170,GO:0090304,GO:0044237,GO:0071704,GO:0044238,GO:0044260,GO:0006259,GO:0051716,GO:0006281,GO:0033554,GO:0006950,GO:0050896,GO:0044699,GO:0006974,GO:0044763,GO:0006302,GO:0000725,GO:0000724,GO:0006310
COG3764	NA
COG0229	GO:0055114,GO:0008152,GO:0044710,GO:0009987,GO:0044237,GO:0044238,GO:0071704,GO:0044260,GO:0043170,GO:0019538,GO:0044267
COG1397	GO:0008152
COG5272	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0005737,GO:0044444,GO:0043231,GO:0043227,GO:0005634,GO:0032991,GO:0043232,GO:0043228,GO:0005840,GO:0030529
COG4585	GO:0016020,GO:0016021,GO:0044425,GO:0031224
ENOG410XUF0	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0016021,GO:0044425,GO:0031224,GO:0043234,GO:0032991,GO:0044459,GO:0005887,GO:0033281,GO:0031226
COG0022	GO:0008152,GO:0044710,GO:0055114,GO:0009987,GO:0044237,GO:0071704,GO:0044281,GO:0043436,GO:0006082,GO:0019752,GO:0032787,GO:1901576,GO:0044249,GO:0009058,GO:0006090,GO:0006793,GO:0071616,GO:0051186,GO:0051188,GO:0035383,GO:0035384,GO:0006637,GO:0006732,GO:0009108,GO:0006084,GO:0006085,GO:0006086
ENOG410Z0ZZ	GO:0008152
COG0014	GO:0044464,GO:0005737,GO:0005623,GO:0005622,GO:0044424
COG0079	GO:0008152,GO:0009058,GO:0009987,GO:0044237,GO:0044710,GO:0044249,GO:0034641,GO:0006807,GO:0044281,GO:0044283,GO:1901362,GO:1901360,GO:1901576,GO:0044711,GO:0071704,GO:0018130,GO:0006725,GO:1901564,GO:0046483,GO:1901566,GO:0019438,GO:0019752,GO:0006520,GO:1901605,GO:0044238,GO:0043436,GO:0006082,GO:0008652,GO:0016053,GO:0000105,GO:0006547,GO:1901607,GO:0046394,GO:0052803,GO:0009236,GO:0009235,GO:0033014,GO:0033013,GO:0006767,GO:0006766,GO:0009110,GO:0044271,GO:0042364
COG0083	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG2309	GO:0008152,GO:0071704,GO:0006508,GO:0044238,GO:0019538,GO:0043170
COG0213	GO:0009987,GO:0008152,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0006725,GO:0071704,GO:0044238,GO:0044237,GO:0044281,GO:1901564,GO:0044710,GO:0055086,GO:0072527,GO:0006206,GO:0009112,GO:0006213,GO:1901135,GO:0009116,GO:1901657,GO:0046125,GO:0009120,GO:0046104
COG1523	GO:0005975,GO:0008152,GO:0071704,GO:0044238,GO:0043170,GO:0009987,GO:0005976,GO:0044260,GO:0044237,GO:0006073,GO:0044264,GO:0044262,GO:0044042,GO:0055114,GO:0006112,GO:0044710,GO:0015980,GO:0006091,GO:0005977,GO:0044723,GO:0016052,GO:1901575,GO:0000272,GO:0009056,GO:0009057,GO:0044724,GO:0009251,GO:0044247,GO:0044275,GO:0005980
COG1869	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG3265	GO:0016310,GO:0008152,GO:0009987,GO:0044237,GO:0006796,GO:0006793,GO:0005975,GO:0071704,GO:0044238
COG0414	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1903	GO:0044281,GO:0044283,GO:1901360,GO:0044710,GO:0044711,GO:0046483,GO:0006766,GO:1901564,GO:1901566,GO:0019438,GO:0006807,GO:1901576,GO:1901362,GO:0033014,GO:0033013,GO:0018130,GO:0008152,GO:0044271,GO:0009058,GO:0044249,GO:0034641,GO:0009987,GO:0006725,GO:0042364,GO:0009236,GO:0009235,GO:0006767,GO:0071704,GO:0009110,GO:0044237,GO:0032259,GO:0006200,GO:0044238,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0046130,GO:0009169,GO:0009199,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0042454,GO:1901565,GO:0009128,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:1901575,GO:0009154,GO:0009158,GO:0046700,GO:0009261,GO:0019439,GO:0034655,GO:0009150,GO:0044270,GO:1901292,GO:0009161,GO:0006753,GO:0044248,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0006139,GO:0042278,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0006152,GO:1901361,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:1901657,GO:0006796,GO:0006793,GO:1901658,GO:0006810,GO:0044699,GO:0051234,GO:0044765,GO:0051179,GO:0015009,GO:0051186,GO:0051180,GO:0051188,GO:0046140,GO:0044763,GO:0055085,GO:0015889,GO:0071705,GO:0071702
COG0471	GO:0016020,GO:0044425,GO:0031224,GO:0016021
COG1116	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG1117	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG1226	GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0044459,GO:0043234,GO:0032991,GO:0034702,GO:0034703,GO:0005887,GO:0031226,GO:0008076,GO:0034705
COG1951	GO:0008152,GO:0009987,GO:0006091,GO:0044237
COG0499	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0265	GO:0008152,GO:0071704,GO:0044238,GO:0043170,GO:0019538,GO:0006508,GO:0044710,GO:0055114,GO:0009987
COG1372	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0032991,GO:0043234,GO:0044444,GO:0043229,GO:0043226,GO:0043228,GO:0005694,GO:0043232,GO:0005971
COG3853	NA
COG0540	GO:0006807,GO:0008152,GO:0009987,GO:0044237,GO:0044710,GO:1901564,GO:0044281,GO:0006520,GO:0071704,GO:0044238,GO:0043436,GO:0006082,GO:0019752,GO:1901576,GO:0044271,GO:0044249,GO:0034641,GO:0009058,GO:1901566,GO:1901362,GO:1901360,GO:0046483,GO:0018130,GO:0006139,GO:0006725,GO:0055086,GO:0072528,GO:0072527,GO:0019856,GO:0006206,GO:0046112,GO:0009112,GO:0006207,GO:0006796,GO:0006793,GO:0019637,GO:0090407,GO:0006221,GO:0019438,GO:0034654,GO:0009165,GO:1901293,GO:0006753,GO:0006220,GO:0009117,GO:1901137,GO:1901135,GO:0009218,GO:0009260,GO:0046390,GO:0009259,GO:0019693,GO:0009220,GO:0009163,GO:0046134,GO:0006213,GO:0009116,GO:1901657,GO:1901659,GO:0046131,GO:0042455,GO:0046132,GO:0009119,GO:0009161,GO:0044205,GO:0009174,GO:0009173,GO:0009156,GO:0009129,GO:0009123,GO:0009124,GO:0006222,GO:0009130,GO:0046049,GO:0006541,GO:0009064,GO:1901605,GO:0044282,GO:0044712,GO:0006543,GO:0016054,GO:0009063,GO:0009065,GO:1901575,GO:0046395,GO:1901565,GO:0044248,GO:1901606,GO:0009056,GO:0070409,GO:0070408
COG1140	GO:0044464,GO:0005623,GO:0043234,GO:0032991,GO:0009325
COG0473	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0127	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1363	GO:0008152
COG0460	GO:0055114,GO:0044710,GO:0008152,GO:0006520,GO:0009987,GO:0044237,GO:0019752,GO:0006807,GO:0071704,GO:0044281,GO:0044238,GO:0043436,GO:1901564,GO:0006082,GO:0008652,GO:0044249,GO:0044283,GO:1901576,GO:0044711,GO:0009058,GO:1901566,GO:0046394,GO:0016053,GO:0009067,GO:1901607,GO:1901605,GO:0009066,GO:0006566,GO:0009088,GO:0000097,GO:0000096,GO:0044272,GO:0006555,GO:0006790,GO:0009086,GO:0009082,GO:0006549,GO:0009097,GO:0009081,GO:0016310,GO:0006796,GO:0006793
COG1132	GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG1670	GO:0008152
COG1198	GO:0008152,GO:0006260,GO:0009987,GO:0071704,GO:0044238,GO:0044237,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0006725,GO:0044260,GO:0043170,GO:1901576,GO:0044249,GO:0034645,GO:0090304,GO:0009058,GO:0009059,GO:0006259,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0046130,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:1901564,GO:1901565,GO:0009128,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:1901575,GO:0006200,GO:1901361,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0034655,GO:0009150,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0042278,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:1901657,GO:0006796,GO:0006793,GO:1901658
COG2177	GO:0016020,GO:0016021,GO:0044464,GO:0005623,GO:0044425,GO:0031224,GO:0071944,GO:0005886
ENOG4111V68	NA
COG0065	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044444,GO:0044424,GO:0005829,GO:0009316,GO:0043234,GO:0032991,GO:0044445
COG0165	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG2866	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0030	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1722	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043234,GO:0032991,GO:0009318,GO:0005737
COG2033	GO:0044710,GO:0008152,GO:0055114,GO:0009987,GO:0044237,GO:0042221,GO:0050896,GO:0000303,GO:0000302,GO:0006801,GO:0070887,GO:0044699,GO:0071451,GO:0034614,GO:0051716,GO:0072593,GO:0006950,GO:0044763,GO:0034599,GO:0010035,GO:0006979,GO:1901700,GO:1901701,GO:0019430,GO:0033554
COG1940	GO:0005623,GO:0044464,GO:0005622,GO:0005737,GO:0044424
COG0703	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424
COG2185	GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:0044238,GO:0044281,GO:0044710,GO:0043436,GO:0006082,GO:0019752,GO:0055114,GO:0006113,GO:0015980,GO:0006091,GO:0006807,GO:1901564,GO:1901605,GO:0006520
COG2197	GO:0044464,GO:0005623,GO:0005622
COG3343	GO:0032774,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:1901362,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0018130,GO:1901576,GO:0006725,GO:0009987,GO:0009058,GO:0009059,GO:0008152,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0044237,GO:0043170,GO:0019438,GO:0034645,GO:0010467,GO:0006351,GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:0080090,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0051252,GO:0006355,GO:0010556
COG0664	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043234,GO:0032991,GO:0005952
COG0513	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0043231,GO:0043227,GO:0005634
COG0044	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG1186	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424
COG0133	GO:0000162,GO:0008152,GO:0009987,GO:0044281,GO:0044283,GO:1901362,GO:1901360,GO:0044710,GO:0044711,GO:0009073,GO:0043436,GO:0046483,GO:1901564,GO:1901566,GO:0044249,GO:0016053,GO:0019438,GO:0006807,GO:1901576,GO:0006568,GO:0018130,GO:0042435,GO:0042430,GO:0008652,GO:0044271,GO:0046394,GO:0009058,GO:0034641,GO:0006725,GO:0006082,GO:0019752,GO:0071704,GO:0044237,GO:0009072,GO:0006586,GO:0006576,GO:0009308,GO:0009309,GO:0042401,GO:1901605,GO:1901607,GO:0044238,GO:0044106,GO:0006520,GO:0046219
ENOG410XNVN	GO:0016020
COG0484	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0750	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0031224,GO:0016021,GO:0044425
COG0521	GO:0009987,GO:1901362,GO:1901360,GO:0006793,GO:0046483,GO:1901564,GO:1901566,GO:0019538,GO:0019637,GO:0006807,GO:0044267,GO:0051186,GO:0044260,GO:0043545,GO:0051189,GO:0051188,GO:0018130,GO:0008152,GO:0006732,GO:0044249,GO:0043170,GO:0071704,GO:1901576,GO:0009058,GO:0044238,GO:0044237,GO:0006796,GO:0032324,GO:0090407,GO:0006777,GO:0019720,GO:0009108
COG4624	GO:0016020
COG1838	GO:0008152,GO:0009987,GO:0006091,GO:0044237
COG3716	GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG1015	GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG0355	GO:0044464,GO:0005623,GO:0016020,GO:0005622,GO:0044424,GO:0044425,GO:0043234,GO:0032991,GO:0045259,GO:0016469,GO:0045261,GO:0033178,GO:0071944,GO:0005886
COG0740	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0541	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0048500,GO:0044444,GO:0030529,GO:0032991,GO:0005786
COG1206	GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG1125	GO:0016020
COG0181	GO:0008152,GO:0033014,GO:0009987,GO:0071704,GO:0044237,GO:1901362,GO:1901360,GO:0046483,GO:0018130,GO:0044249,GO:1901576,GO:0009058,GO:1901564,GO:1901566,GO:0019438,GO:0006807,GO:0033013,GO:0044271,GO:0034641,GO:0006725,GO:0006779,GO:0019538,GO:0044267,GO:0044260,GO:0036211,GO:0043412,GO:0044238,GO:0043170,GO:0018065,GO:0006464,GO:0018198,GO:0018193,GO:0018160,GO:0051186,GO:0051188,GO:0006778,GO:0044710,GO:0042440,GO:0046148,GO:0006783,GO:0042168,GO:0006782,GO:0046501,GO:0015994,GO:0015995
COG1020	GO:0008152,GO:0009058,GO:0044710,GO:0055114,GO:0009987,GO:0044237,GO:0071704,GO:0044249,GO:0044281,GO:1901576,GO:0006082,GO:0044711,GO:0044283,GO:0016053
COG0072	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0130	GO:0008152,GO:0001522,GO:0006396,GO:0009987,GO:1901360,GO:0046483,GO:0006807,GO:0044260,GO:0034641,GO:0006139,GO:0006725,GO:0043170,GO:0090304,GO:0071704,GO:0044238,GO:0044237,GO:0016070,GO:0009451,GO:0043412,GO:0010467,GO:0034660,GO:0034470,GO:0008033,GO:0006399,GO:0006400,GO:0031119
COG0324	GO:0008152,GO:0009987,GO:0046483,GO:0006807,GO:0006725,GO:0071704,GO:0044237,GO:1901360,GO:0034470,GO:0034660,GO:0044260,GO:0016070,GO:0034641,GO:0006139,GO:0008033,GO:0043170,GO:0090304,GO:0006399,GO:0010467,GO:0044238,GO:0006396
COG0820	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG1098	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424,GO:0043229,GO:0043226,GO:0044444,GO:0043228,GO:0030529,GO:0032991,GO:0005840,GO:0043232
