id	name	namespace	NS_mean	WS_mean	countNS	countWS	countNS_n_peptide	countWS_n_peptide	countNS_n_samp_children	countWS_n_samp_children
GO:0003674	molecular_function	molecular_function	3.700439718141092	3.700439718141092	3.700439718141092	3.700439718141092	13.0	13.0	2.0	2.0
GO:0004854	xanthine dehydrogenase activity	molecular_function	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
GO:0005488	binding	molecular_function	2.807354922057604	2.807354922057604	2.807354922057604	2.807354922057604	7.0	7.0	3.0	3.0
GO:0009055	electron transfer activity	molecular_function	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
GO:0016491	oxidoreductase activity	molecular_function	2.3219280948873617	2.3219280948873617	2.3219280948873617	2.3219280948873617	5.0	5.0	3.0	3.0
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	molecular_function	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
GO:0046872	metal ion binding	molecular_function	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
GO:0051536	iron-sulfur cluster binding	molecular_function	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
