peptide	countNS	countWS
GO:0005215	0.008171536	0.006473762
GO:0005363	0.000393891	0.000310797
GO:0015154	0.000393891	0.000310797
GO:0015157	0.000393891	0.000310797
GO:0015144	0.002622812	0.002031429
GO:0015116	0.000251897	0.000192484
GO:0015419	0.000251897	0.000192484
GO:1901682	0.000251897	0.000192484
GO:0000155	0.000268766	0.000205373
GO:0004673	0.000268766	0.000205373
GO:0038023	0.000268766	0.000205373
GO:0015075	0.004674612	0.003561307
GO:0008878	0.001641051	0.001235187
GO:0070566	0.001641051	0.001235187
GO:0008324	0.004072922	0.003036813
GO:0016813	0.00178826	0.001333195
GO:0016990	0.00178826	0.001333195
GO:0042623	0.004882167	0.003614654
GO:0022857	0.007336347	0.00538586
GO:0004367	0.00064356	0.000471008
GO:0047952	0.00064356	0.000471008
GO:0004611	0.000488359	0.000357188
GO:0004612	0.000488359	0.000357188
GO:0022804	0.006823209	0.004953288
GO:0016153	8.47e-05	6.11e-05
GO:0004019	0.000129911	9.36e-05
GO:0008747	0.000187839	0.000135322
GO:0016833	0.000187839	0.000135322
GO:0004794	0.000521118	0.000374153
GO:0008838	0.000521118	0.000374153
GO:0003942	0.000315613	0.000226077
GO:0004073	0.000315613	0.000226077
GO:0015399	0.004594288	0.003232656
GO:0015405	0.004594288	0.003232656
GO:0042626	0.004594288	0.003232656
GO:0043492	0.004594288	0.003232656
GO:0016810	0.002381977	0.001673864
GO:0004585	0.001348553	0.000941115
GO:0050897	7.5e-05	5.22e-05
GO:0050193	0.000641231	0.00043854
GO:0042625	0.003979079	0.002663782
GO:0008097	0.001170447	0.000779026
GO:0015077	0.003496636	0.002261063
GO:0015078	0.003496636	0.002261063
GO:0019829	0.003496636	0.002261063
GO:0022890	0.003496636	0.002261063
GO:0044769	0.003496636	0.002261063
GO:0046933	0.003496636	0.002261063
GO:0008851	0.000185023	0.000115633
GO:0004340	0.000264485	0.000165293
GO:0004396	0.000264485	0.000165293
GO:0003872	0.000520199	0.000308858
GO:0008443	0.000520199	0.000308858
GO:0008863	0.000101285	5.96e-05
GO:0008745	0.000593717	0.000340669
GO:0016811	0.000593717	0.000340669
GO:0008982	0.001652635	0.000944882
GO:0008804	0.000295727	0.000168698
GO:0016667	0.00225642	0.001216302
GO:0015035	0.002139839	0.001122102
GO:0015036	0.002139839	0.001122102
GO:0003743	0.000470687	0.000236684
GO:0004601	0.00263434	0.001290048
GO:0016209	0.00263434	0.001290048
GO:0016684	0.00263434	0.001290048
GO:0008760	0.000201565	9.28e-05
GO:0016705	0.002467311	0.001128691
GO:0051920	0.002467311	0.001128691
GO:0008980	0.000325409	0.00014837
GO:0008553	0.002872657	0.001295655
GO:0015662	0.002872657	0.001295655
GO:0030170	0.003408495	0.001380763
GO:0016151	0.000238749	9.3e-05
GO:0016697	0.000238749	9.3e-05
GO:0033748	0.000238749	9.3e-05
GO:0046994	0.000238749	9.3e-05
GO:0047067	0.000238749	9.3e-05
GO:0047806	0.000238749	9.3e-05
GO:0004322	0.003842768	0.001449819
GO:0016724	0.003842768	0.001449819
GO:0016805	0.000375886	0.000134626
GO:0050580	0.000545756	0.00018911
GO:0051082	0.000835353	0.000261032
GO:0004314	0.00045641	0.000126439
GO:0016417	0.00045641	0.000126439
GO:0016419	0.00045641	0.000126439
GO:0016420	0.00045641	0.000126439
GO:0004586	0.002211878	0.000413401
GO:0008792	0.002211878	0.000413401
GO:0008923	0.002211878	0.000413401
