id	countNS	countWS
GO:0003824	1	1
GO:0004854	1	1
GO:0005488	1	1
GO:0009055	1	1
GO:0016491	1	1
GO:0016725	1	1
GO:0016726	1	1
GO:0016903	1	1
GO:0018492	1	1
GO:0043167	1	1
GO:0043169	1	1
GO:0046872	1	1
GO:0051536	1	1
GO:0051537	1	1
GO:0051540	1	1
